"id","label","size","color","x","y","z"
32,"What it should be: development of holistic value<br>propositions starting from deep understanding of disease<br>areas, the patient's (and other customers') needs,<br>executed consistently throughout the value chain<br>incorporating products, services and healthcare delivery,<br>to positively shape the patient journey and deliver<br>better outcomes.   There is also a not so politically<br>correct and somewhat cynical definition, but prefer not<br>to share it for now. ",0.0153814229532304,"#E31A1C",-0.328181100549256,-0.107612211243675,0.186567318985432
33,"Intense focus on what patients, as a group and<br>individually, need and implementing those needs in the<br>day-to-day business activities and long-term strategies.",0.013364374774898,"#1F78B4",-0.0833258047020022,-0.101763206216008,-0.578544734687212
34,"Provide solutions more focused on patient and offer them<br>tools and technology that helps them have a closer<br>relationship with their hcp's.",0.0140789433298269,"#E31A1C",-0.302458217878196,-0.225493698556322,0.421996668741024
35,"Patient-centricity is not only about thinking about the<br>patient but it is also about partnering with patients and<br>involving them in the delivery of meaningful and relevant<br>treatment Options.",0.0144812118594616,"#CAB2D6",-0.120969852895203,0.0353506792344649,0.161925601108031
36,"Focusing on developing products / solutions / services<br>that address the unmet needs of the patients (not of only<br>the companies or providers)",0.0159944553280998,"#B2DF8A",-0.493920635844007,-0.804988318142129,-0.00613899005666206
37,"makeing sure the correct organizational culture and<br>business model to make sure the patient/consumer is at<br>the center of all our activities",0.0166168283877086,"#A6CEE3",0.0525947154573322,0.517675212113687,-0.733424590839203
38,"Is our reason to exist, the daily driver and inspiración.",0.00333333333333333,"#33A02C",0.0561769054958979,0.20933444107666,-0.0819052993074968
39,"Focus our objectives and outcomes in achiving better<br>standards of patients quality of life and support for<br>care-givers. Build our long-term strategy and tactical<br>plans thinking on better products and services for all<br>the phases of the patient journey through their diseases.",0.0170160341794056,"#E31A1C",-0.457879991957011,-0.402974282965001,0.220459337349761
40,"It is the process of making decisions with the consumer,<br>not for them.",0.013874735215725,"#A6CEE3",0.0753742718877415,0.597060946968385,-0.637794179949026
41,"For me, patient centricity is listening to the patient's<br>voice, understanding their journey, including their<br>experience throughout the life cycle of therapy.  It<br>involves patient inclusion throughout the process and<br>looking for ways to improve their outcome medically and<br>emotionally.",0.01743555460083,"#CAB2D6",-0.278395166042198,-0.0423397283877148,0.0546578357044135
42,"We have been moving away from this for a long time. Best<br>model overall that I am aware of is Kaiser Permanente, an<br>extensive HMO with a major R&D focus and collaborations<br>with several high-caliber medical schools or schools of<br>excellence. Some of the newer eHealth initiatives are<br>also making a stab at improving delivery.",0.0136825117960735,"#FFFF99",-0.133910347021709,0.514044161051427,0.0240609338772392
43,"Better understanding of patient needs AND wants early<br>enough in the planning stages that their input can<br>drive/direct action. Seeking a deeper understanding by<br>asking them and not relying on healthcare providers for<br>insights.",0.018032244299161,"#E31A1C",-0.376854677308998,-0.260879459838012,0.0676628931424434
44,"Transcending the corporate goals of profitability to<br>address the individual patient impact of business",0.0201310673042504,"#1F78B4",-0.0199639492112607,0.139947902054919,-0.311646760372261
45,"think ""patient""",0.0140015712594112,"#33A02C",0.0955771229932253,0.0353885678911752,-0.0472463128420462
46,"I agree that there is no common definition and use other<br>interchangeable terms such as patient-focused which seems<br>self-explanatory.  Keep patients forefront in mind across<br>the development continuum is the approach my organization<br>takes.  We have collaborated with patient groups to<br>better understand their unmet needs, to understand what<br>outcomes are important to them, to influence clinical<br>trial design so as to reduce patient burden, etc.<br>Carrying this mentality forward to launch by means of<br>developing patient support communities (real and<br>virtual), education, etc.",0.0145774096770703,"#B2DF8A",-0.44469870202834,-0.666339662890994,-0.218772854388178
47,"Designing a service or solution around a patient.",0.0192041563198926,"#E31A1C",-0.27022523233128,-0.222687697619483,0.316455769350702
48,"Absence of patient centricity regarding procedures, on<br>the other hand a great budget is being used for R&D.",0.011366411721287,"#FFFF99",-0.0453941679337378,0.523195480757557,0.0826782189474426
49,"Placing patient benefit and patient touch upfront within<br>your objectives",0.0165663650366503,"#33A02C",0.109769593839207,0.256612067697778,-0.0907577529629589
50,"We heaviliy invest to deliver scientific innovation with<br>the patient in mind from the very start",0.01433080204043,"#33A02C",-0.0338673458024081,0.186905396453348,-0.170722305000484
51,"It should be the same as in non commercial health<br>research - an active partnership between professionals<br>and patients and the public to work together on the<br>design and conduct of clinical studies. We call this<br>public involvement for short. See www.invo.org.uk",0.0108619580278557,"#6A3D9A",-0.267969798057611,-0.168796358353049,-0.238041976293638
52,"It is not a matter of definition as such, it is a matter<br>of policy and opreations..",0.00857255236795711,"#33A02C",0.00255114295578836,0.166448089154536,0.00828954232288
53,"it means that keeping in mind fulfilling need of the<br>specific population and uninterrupted supply which should<br>be cost effective as well",0.0175853628247851,"#CAB2D6",-0.14982317391192,-0.0032701938678803,0.115119629764241
54,"Thinking of patient first, providing services and<br>features which will make patient have a better management<br>of disease and thus better outcomes. It is equal to think<br>like a bank - know your patient in totality across all of<br>his ""service/needs segment"" and provide him ""solutions""<br>through all channels at all times",0.0136778711036167,"#E31A1C",-0.34614896361717,-0.566449292667106,0.582570668381825
55,"Putting patients first",0.0214233683306297,"#FDBF6F",1.43425434045411,-0.557669271602918,0.289111553817054
56,"Putting patient at the heart of everything the business<br>does",0.0139591169244892,"#FDBF6F",1.00450263905865,-0.1474168488297,-0.292265003145774
57,"To put patients needs above all else.",0.0104092788695428,"#FDBF6F",0.879056149629862,-0.503343313272552,-0.111722389960354
58,"Where the patient has a voice",0.0039284687127835,"#33A02C",0.0707905711803877,0.209990004977062,-0.0820524044187833
59,"To me, it means that our strategy as a company &<br>therefore beliefs & values focus on patient well-being to<br>drive our daily activities & decision making",0.0154777074595356,"#A6CEE3",-0.16684094634673,0.401898304660822,-0.342135172893385
60,"targeting the best treatment for that individual and<br>delivering it to them",0.0191352093331199,"#CAB2D6",-0.0954263301143349,0.190531480896405,0.291399732687219
61,"Nice Words",0.0249734469168069,"#33A02C",0.0548492068365228,0.265117875812869,-0.0926697224801468
62,"Ensuring that the best data and technology and science<br>get to the patient.",0.0185725159103725,"#CAB2D6",-0.11583148915592,0.225056513088611,0.301404493437047
63,"Patient centricity applies more in biotech industries,<br>since those companies address their products in niche<br>markets, either concerning the small number of HCPs,<br>which are highly specialized, or the small amount of<br>patients in their therapies, which means that they can<br>control better their impact.",0.0132854961715365,"#E31A1C",-0.312400972875226,-0.130779759072251,0.0806136780607848
64,"Ensuring that solutions add value to patients.",0.0177190022581131,"#CAB2D6",-0.143418664634453,0.197571586534345,0.195681141997727
65,"solution or process designed to treat, educate, support<br>or impact the patient, with the patients perspectic as<br>the central motivation.",0.0150967619019425,"#6A3D9A",-0.154299990338052,-0.110113255869502,-0.207003176617374
66,"mostly direct to consumer marketing",0.0260799836805639,"#1F78B4",-0.00952957558402291,0.224432462187419,-0.429658246956887
67,"It means that we all work for patients, no matter our<br>function, no matter our role.  It means going above and<br>beyond every day to discover, develop and deliver<br>medicines to help patients overcome serious illness. Our<br>work saves the lives of many and patient centricity means<br>bringing speed, passion, innovation to our work.",0.0158368708935035,"#CAB2D6",-0.260396864158521,0.0342341198464629,0.114083638469423
68,"Things that will improve the lives of patients",0.0172190521272694,"#CAB2D6",-0.153592092345562,0.0470585525985567,0.227277204376041
69,"Intégrety for patient first",0.0113579212302588,"#FDBF6F",0.950035303697367,-0.353740820088469,0.292914950779564
70,"Services delivered to patient - through record<br>,portal,etc on inclusion and participation in both<br>healthcare and health admin services",0.0131608921624595,"#E31A1C",-0.288413701566988,-0.085824917989675,0.438928143896432
71,"Meeting patient needs",0.0225904174468907,"#6A3D9A",0.0443768871779951,-0.312946419038463,-0.390238099855199
72,"Pharmaceutical industry developed as a service to<br>improving patients lives, lets go back to our roots and<br>put patient at the centre of all we do",0.0158970418091793,"#B15928",0.123569130608659,-0.339063337284472,0.120890235538707
73,"Making decisions and acting in the best interest of the<br>patient",0.0160471621585804,"#FFFF99",0.114016620206749,0.677275952786587,-0.0805209066797106
74,"starting from the patient priority (and maintaining<br>involvement throughout the process)",0.0189835223791907,"#1F78B4",-0.0192894814888784,0.194206150961738,-0.521883428022688
75,"Developing a keen understanding of the 'patient journey'<br>in the therapeutic and disease area for which a drug is<br>being developed.  This should become understood during<br>Phase 1, and begin to be introduced into clinical trial<br>design during Phase 2, and carry through every stage of<br>development and market development and planning. Many<br>companies do this, but neglect to develop dosage and<br>administration to address this.",0.0142662732376719,"#FF7F00",-0.542531982109268,-0.928189902902627,-0.559814969902476
76,"Focus first interest and attention to your HCP target to<br>explore and than help them face the challenges<br>effectively as they come up differently in today's world.<br> Work in all kind of interactions with patients...<br>diagnose...treatment...and follow-up  Position and sell<br>your services and products accordingly and more<br>effectively to specific patients",0.012118720778788,"#E31A1C",-0.00734007387710115,-0.163173023158551,0.554061104710691
77,"a situation where no stone is left unturned, where<br>everyone in the patients life, caregivers, providers, lab<br>techs, etc are all working together to provide ease,<br>comfort, support and details/communication to patients so<br>that they feel as though everyone is out for their<br>greater good when it comes to their health.",0.0131000413464638,"#E31A1C",-0.238009722271795,-0.0963205768545999,0.31493431411667
78,"Taking in account patient opinion, improve their outcomes",0.0227612683024339,"#CAB2D6",-0.213657735580336,-0.102774273173151,0.106862273305211
79,"Every decision made within the organisation should have<br>first in mind the interest of the patient",0.017122872567781,"#FB9A99",0.470108021313546,0.223182158787087,0.0527931182148861
80,"Patient centricity would be to achieve maximum clinically<br>relevant result with minimum possible adverse effects and<br>technical details for health workers training and when<br>possible should support self care by patients. The<br>treatment or devises should be applicable both at medical<br>centre and remote villages",0.0148751689776988,"#CAB2D6",-0.167655958134065,-0.042183776455028,0.208716972069332
81,"Putting the patient first, above all other customer<br>concerns.",0.0160064936689551,"#FDBF6F",1.11417630724385,-0.186320460382622,0.466918768381631
82,"Patient-centricity is the active engagement and focus on<br>how a drug, device or therapy will impact the patient as<br>a whole, from the genetic level through clinical use,<br>understanding of potential side and late effects through<br>how the use of the drug/device/therapy will impact the<br>patients social, economic and psych-social life and<br>livelihood.",0.0165540505770226,"#6A3D9A",-0.375010429877116,-0.156688586469432,-0.126474856559536
83,"An exemplary approach to center treatment decisions on<br>patient characteristics and preferences while still<br>providing evidence-based care.",0.0163307059758764,"#FFFF99",0.0284190522487794,0.37161757347726,-0.0375426890583172
84,"Patient-centricity is simply the consideration of the<br>patient (and the patients' needs and QoL) in launching<br>patient engagement initiatives.",0.0138857125781749,"#6A3D9A",-0.0109877295019225,-0.15081293527317,-0.260427623276544
85,"It’s really about listening to the experiences of our<br>customers and internalising them throughout the<br>organisation to create better products and services,",0.0143912640394869,"#CAB2D6",-0.208540960704173,-0.0217153960569023,0.615155021357632
86,"the patient is both the start and the end of any<br>healthcare business. It is the center of the only<br>constellation in our industry",0.0114261393511337,"#A6CEE3",0.0905721032090579,0.368950627725372,-0.596245345464014
87,"Patient centered medical devices",0.0283657773411757,"#1F78B4",0.0374991312988951,0.169778032508182,-0.45075840712961
88,"Putting the patient's interest first.",0.0229784308786064,"#FDBF6F",1.17490082457261,-0.277197717686263,0.291920472554045
89,"Outcomes",0.0239434192885809,"#CAB2D6",-0.131731916621513,0.150503541173162,0.194669121110495
90,"That the patient comes first. Their safety, education and<br>treatment are paramount.",0.0133656691571621,"#B15928",0.543280929493695,-0.315367736549788,0.316033529328028
91,"thinking about the patient first and not the product;<br>walk a mile in their shoes and understand what it is like<br>to be patient - beyond drugs & the specific disease;<br>focus on outcomes that truly matter to patients",0.0143074362313859,"#E31A1C",-0.0988837456041851,-0.429125842999304,0.188692853657206
92,"Designing Clinical Trials so they better match patients<br>reality. Surveying patients/advocacy groups when it comes<br>to designing clinical trials.",0.0192431152828703,"#B2DF8A",-0.240868446786774,-0.561243541255308,-0.185566013749134
93,"Patient centricity can be described when systematic,<br>methodologically sound actions are taken to include<br>patients directly in healthcare decision making, R&D, or<br>similar activities. ",0.0171352726250065,"#FFFF99",-0.137785269545659,0.644977398136008,-0.0649251303813869
94,"Focus on individual patients to provide them with the<br>best information",0.0187075725720988,"#CAB2D6",-0.21262097564764,0.21152320074029,0.391391650421904
95,"Putting the patient need first and at the centre of every<br>business decision and respectfully and consistently<br>engaging with patients living with conditions (not<br>patient advocacy groups) to seek their expert opinion all<br>the time",0.0175320957248958,"#B15928",0.388219084437276,-0.227198746097304,-0.248518288534228
96,"It is what is best for the patient during the patient's<br>disease journey.  The right treatment or product<br>regardless of price, proven with verifiable outcomes in<br>similar patient sub-groups is what will move the needle<br>forward.  Top-line revenue cannot sustain the life<br>science industry.",0.0140942828564933,"#CAB2D6",-0.256516518987385,0.0216783538038957,0.394010329380245
97,"All efforts (investment, time, efficiency, science)<br>should be planned to comply the medical needs of the<br>patients, especially the unmet medical needs to improve<br>their quality of life together with their health.",0.0171447743589102,"#B2DF8A",-0.344001052073947,-0.424009143031609,-0.122245070625373
98,"Aggregate efforts from industry, provider, physician,<br>patient, payor, and policy maker to establish a common<br>metric to improve quality of life impact from therapy in<br>cost effective manner",0.0163360585638338,"#CAB2D6",-0.341148150091665,0.0475207644654555,0.401809815455115
99,"understanding and taking in consideration the patients'<br>needs to be better compliant with the treatment",0.0161073335579984,"#B2DF8A",-0.225157203219285,-0.514293329435031,0.0216175467251186
100,"It is more of a customized approach or personalized<br>medicine for the patients",0.0133564991106997,"#FB9A99",0.135872201238488,0.44498600864101,0.247548058332512
101,"Defining solutions and services to help all agents better<br>deliver their services to improve patient care",0.0194390686522523,"#E31A1C",-0.380340763506335,-0.258608525765631,0.728745267798985
102,"Patient-centricity is about truly engaging patients in a<br>meaningful way so that patients inform the work we are<br>doing within the organization. It goes beyond market<br>research, and product-focused feedback to actively<br>listening to what patients need, what services and<br>practices are required to serve patients.  Often, patient<br>advocacy groups have already identified top priorities<br>for assisting patients (product design, clinical trial<br>design, access services, information needs, support<br>services, investments in non-product related<br>investigator-initiated research (holistic view of the<br>patient - nutrition, outcomes measures, etc.). Next, a<br>company must dedicated itself to producing outcomes and<br>generating solutions from the insights gained.<br>Integrating solutions into all aspects of the business<br>ensures that patients experience improvements based on<br>needs. Finally, culture of the organization must evolve<br>such that everyone in the organization has a true<br>understanding as to how their job impacts patients, and<br>what can/need to do improve patient outcomes.  Teams<br>shouuld come together to work on all parts of the company<br>to ensure everything has a patient-centered focus.  In<br>addition, top management needs to regularly speak to the<br>issue, and efforts should be measured (formalized KPIs).<br>Commitment to patient centricity is similar to other<br>corporate commitments such as diversity, removing the<br>glass-ceiling for women and minorities and the<br>environment - top management must drive it, measure it,<br>and formalize business practices to accomplish key<br>objectives with improvement efforts.",0.0165363204928612,"#B2DF8A",-0.402080381274804,-0.385344860436539,0.0446506359912056
103,"Patient focused",0.0207300770748926,"#CAB2D6",-0.0751568666090863,0.0063709312627945,0.12739851823092
104,"activities focused on brining relevant / valuable<br>experience to each indiidual patient (rather then ""all<br>patients"")",0.0142247987706257,"#CAB2D6",-0.128441982476637,0.0552615026228568,0.17381278379887
105,"Work close with POs from the start of preclinical to<br>phase IV",0.0136745500978044,"#1F78B4",-0.133398796967793,-0.00346276649579377,-0.435276114451544
106,"A benchmark for health outcomes at patient level.",0.01505617911112,"#CAB2D6",-0.176877914822486,0.111745498789445,0.207931508169954
107,"... be focused on patients' needs and requirements.",0.0120941754235642,"#6A3D9A",-0.0709762679619833,-0.195236803504948,-0.0757099595499606
108,"Tracking the impact of the drug/device/tech on the<br>patient's health and spending over time - not just a<br>single episode.  Measuring both clinical outcome and<br>spending.",0.014136579218971,"#6A3D9A",-0.204187802186309,-0.212016878842703,-0.139761094109511
109,"Customer need Satisfaction",0.0298143088058433,"#FB9A99",0.230838889200567,0.279652993645463,0.237340545763007
110,"Looking at ever question posed through a patient lens",0.00373126656926702,"#33A02C",0.0707905711803871,0.209990004977062,-0.0820524044187838
111,"Access",0.0333333333333333,"#33A02C",-0.0139120031765808,0.150519717275746,-0.0483214880814843
112,"Focusing on outcomes relevant for patients",0.0201222715959582,"#CAB2D6",-0.185086550044118,0.0319424698578518,0.268133919327528
113,"Patient guides the strategic direction and business<br>approach for the company",0.0204180134923067,"#1F78B4",0.0942078573245749,0.216080820901623,-0.516205262653629
114,"Putting the health and concerns needs at the center if<br>our decisionmakng and taking preferences into<br>consideration eg in protocol development.",0.0176408318408932,"#B15928",0.262536985007429,-0.408825729102163,-0.347247425545535
115,"FOCUS ON EDUCATION AND CHANGE OF MIND SET",0.0214601650206437,"#33A02C",0.0113655428840116,0.0884871747850121,0.0216741442400025
116,"The patient centricity is the most important focus for<br>the future",0.0133312893146275,"#33A02C",-0.0439484266318151,0.293022528469278,-0.0210072020698307
117,"The actual business environment and stakeholders that<br>companies need to engage with today.",0.0157101444837153,"#1F78B4",0.0471946948131781,-0.100129789163544,-0.616097783720321
118,"When all thoughts,strategies, designs, action have in<br>their scope the benefit of the patient",0.0146717009990929,"#33A02C",-0.0515148475876252,0.215305296082176,-0.091774560621797
119,"The center of strategic decision",0.0240379299178061,"#A6CEE3",0.172904432742657,0.558596203206117,-0.472115596962015
120,"LOng term focus on all stakeholders within the whole<br>value chain of our activities and working with the<br>concept of ""shared value""",0.0198411051358376,"#FFFF99",-0.094532861797993,0.397174290744096,-0.158119207176051
121,"Patient driven programs, considering HCPs as a channel to<br>serve patients",0.0177782737176699,"#33A02C",0.0298076653620883,0.321570284160947,-0.0769650761942825
122," to ensure that all appropriate patients who would<br>benefit, get rapid and maintained access  to (and funding<br>for) a product  ",0.00955449841832685,"#CAB2D6",-0.0794971191455254,0.105719815451056,0.17398912655348
123,"The industry is not patient centric. All companies need<br>to have patient welfare as a final objective.",0.0124660261715774,"#6A3D9A",-0.1120558594647,-0.0818208069876277,-0.254736608075956
124,"all decision are impacting patient health outcomes",0.019864160373592,"#FFFF99",-0.128595187145768,0.353883891049454,-0.00557667338869878
125,"Patient is in the center when we reshape strategy,<br>outcomes, sales, values...",0.0140757948178079,"#FFFF99",0.0313309733302879,0.530274871615908,-0.0778092178710491
126,"Focus on patient as a core of the HC system through<br>awareness focus and ensure effective management of<br>diseases by focusing on HC different member CME programs.",0.0166518829198618,"#CAB2D6",-0.284520769209975,-0.0111389001902108,0.31583261244583
127,"it is putting the patient satisfaction as a target over<br>sales revenues.",0.0163162070797338,"#FB9A99",0.614156261193961,0.211591156859331,0.215306150829491
128,"long-term all-comprehensive view",0.0166350609758231,"#33A02C",0.0848672050138684,0.228266761732646,-0.208086610982884
129,"Patient Centricity will come to life when a patient<br>centric strategy embraces the empowered patient,<br>recognizes and enables the HCP as the most trusted<br>adviser and is deployed using practical, digital tools<br>that empower all three parties.   Until then patient<br>centricity is in the best case mostly thoughts and talks<br>on the topic, and in the worst case a continued conflict<br>of interest between the pharma, the HCP and the patients.",0.0142873794165717,"#CAB2D6",-0.169072959429926,0.219185213806119,0.386775263139695
130,"The Patient is the reason we exist as a business.",0.00714366067926956,"#1F78B4",0.202879470888787,0.167890014995798,-0.463296944459197
131,"Pivot around which the whole industry should revolve<br>around",0.0219786722732291,"#CAB2D6",-0.115032017078429,0.141613545598829,0.147285581358645
132,"2 folds: 1) The number of patients who can have access to<br>our treatments regardless of means and 2) insight we have<br>about patients and caregivers in product life cycle<br>management",0.0140000728666799,"#CAB2D6",-0.296067239171135,-0.0682510168118451,0.278421049862497
133,"empowering patients to optimally manage their<br>disease/condition  taking a sharp focus on disease<br>management and outcomes ",0.0193725292591487,"#E31A1C",-0.319246391042941,-0.247354298271235,0.304681651597718
134,"Patient benefit first",0.0231653098551624,"#FDBF6F",0.794274222699268,-0.184534734098131,0.218047653386444
135,"MOST IMPORTANT",0.0249734469168069,"#33A02C",0.037019960826562,0.251480127915881,-0.0954845156477697
136,"Key driving force, Industry will have to monitor the<br>patient benefit at regular interval",0.0166242352654911,"#33A02C",-0.0241896035991887,0.169822481045164,-0.0854107768832426
137,"The patient comes first",0.019200497779734,"#FDBF6F",0.882096825786124,-0.358828425897828,0.322029478201598
138,"Customers satisfaction of our customers leader to sales<br>and partnership",0.018489168691631,"#FB9A99",0.287377928043865,0.656273797423173,0.559265730290454
139,"Empowering patients with right information, reducing<br>cost, increasing quality of care and providing best<br>customer experience",0.0230444600190545,"#CAB2D6",-0.190118912252739,0.255240258857044,0.732167412601946
140,"Developing ideas through patients perspective",0.0249607965610445,"#6A3D9A",-0.0901278392499951,-0.0633837898244932,-0.375608760860772
141,"Too long questionnaire!",0.0158767271282335,"#33A02C",0.0444152333919881,0.27571092730737,-0.0945153694111585
142,"Collaboration amongst all parties. Patient centricity<br>requires the best, most cost effective solution for the<br>patient. Sadly the current trend is to sell boxes to add<br>to companies bottom lines.",0.0125385640385664,"#CAB2D6",-0.272251807772864,0.115274545161666,0.296804053004238
143,"all activities of a company to provide health related<br>services to let patient understand their health/disease<br>better and let them play an active part (compliance)",0.0185506258133752,"#E31A1C",-0.425707715081509,-0.304819164121394,0.215336560197646
144,"It means we consider and integrate the patient and<br>caregiver perspective in our decision making",0.0187488371216053,"#A6CEE3",-0.0159924771024248,0.438716556423021,-0.36422591996572
145,"In my latest article in the Australian Journal of<br>Pharmacy. I focus on this topic and I call it 'Patient<br>Transformation'. This is when a patient leaves a<br>physician as a patient but enters a pharmacy as a<br>customer. This shift is highlighted by the example that<br>the patient will not ask for a cheaper physician, but the<br>same customer will ask for a cheaper medication. This<br>transformation from patient to customer is the difference<br>between health outcomes and retail profit.",0.010618558232237,"#CAB2D6",-0.160498990291003,0.209111844916251,0.49957694506453
146,"Focusing on patient's benefit",0.0260881518991669,"#33A02C",0.160985955741291,0.00591460669852008,0.099580916576929
147,"Total patient care.  Having access to ALL health<br>information attached to a patient profile.  Wellness /<br>preventative screening at clinics, medication usage,<br>hospitalization, using other resources e.g. occ health /<br>physiotherapy etc.  ",0.0127879531036599,"#E31A1C",-0.295523309578816,-0.150596646740358,0.174905158435675
148,"Many confuse patient centricity with superior customer<br>engagement and insights, however, true patient-centricity<br>should focus on wellness rather than disease and<br>collaborate across the entire ecosystem for a focus on<br>patient outcomes through the continuum of prevention,<br>diagnosis and care.",0.016726364706843,"#CAB2D6",-0.201972659073852,0.0549465125168908,0.401749338366889
149,"unable to do so",0.00333333333333333,"#33A02C",0.0561769054958969,0.20933444107666,-0.0819052993074954
150,"No definition provided at this stage.",0.0149768344223608,"#CAB2D6",-0.15313922164407,0.0248706238855929,0.216318866948513
151,"Putting patient's care first...",0.0206221488767779,"#FDBF6F",1.09823296746311,-0.397413609674591,0.360588258547426
152,"that companies take into account the medical needs of<br>patients, particularly currently poorly met or unmet<br>clinical needs, in the development of new technologies<br>and they are affordable ",0.0146172059594156,"#FF7F00",-0.349887818077252,-0.83099824094694,-0.52063795428747
